,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
50713,50714,2015,10,15,1,3.0,117.0,122.0,117.0,17.20000076,91.0,1008.0,18.70000076,NW,18.49999976,0.0,0.0
50714,50715,2015,10,15,2,3.0,115.0,121.0,115.0,17.10000038,91.0,1007.7000119999999,18.60000038,NW,20.19999981,0.0,0.0
50715,50716,2015,10,15,3,3.0,103.0,121.0,103.0,17.20000076,92.0,1007.5,18.60000038,NW,22.09999979,0.0,0.0
50716,50717,2015,10,15,4,3.0,115.0,111.0,115.0,17.5,93.0,1007.2000119999999,18.70000076,NW,23.99999976,0.0,0.0
50717,50718,2015,10,15,5,3.0,108.0,120.0,108.0,17.60000038,93.0,1007.2999880000001,18.79999924,NW,25.69999981,0.0,0.0
50718,50719,2015,10,15,6,3.0,93.0,109.0,93.0,17.60000038,93.0,1007.5,18.79999924,NW,27.19999981,0.0,0.0
50719,50720,2015,10,15,7,3.0,115.0,125.0,115.0,18.0,94.0,1007.7999880000001,19.0,NW,28.59999979,0.0,0.0
50720,50721,2015,10,15,8,3.0,119.0,114.0,119.0,19.5,93.0,1008.099976,20.70000076,NE,1.100000024,0.0,0.0
50721,50722,2015,10,15,9,3.0,122.0,123.0,122.0,19.79999924,78.0,1008.5,23.89999962,cv,0.5,0.0,0.0
50722,50723,2015,10,15,10,3.0,121.0,129.0,121.0,18.60000038,65.0,1008.7000119999999,25.70000076,NW,1.0,0.0,0.0
50723,50724,2015,10,15,11,3.0,90.0,113.0,90.0,18.20000076,59.0,1008.2000119999999,26.89999962,NE,1.399999976,0.0,0.0
50724,50725,2015,10,15,12,3.0,83.0,103.0,83.0,16.89999962,50.0,1007.2999880000001,28.39999962,NE,3.0,0.0,0.0
50725,50726,2015,10,15,13,3.0,57.0,84.0,57.0,15.5,44.0,1006.2999880000001,29.0,NE,5.099999905,0.0,0.0
50726,50727,2015,10,15,14,3.0,46.0,58.0,46.0,16.5,46.0,1005.400024,29.39999962,NE,6.899999857,0.0,0.0
50727,50728,2015,10,15,15,3.0,54.0,55.0,54.0,13.69999981,38.0,1004.7000119999999,29.5,NW,3.700000048,0.0,0.0
50728,50729,2015,10,15,16,3.0,55.0,61.0,55.0,13.89999962,38.0,1004.599976,29.79999924,NW,5.5,0.0,0.0
50729,50730,2015,10,15,17,3.0,52.0,58.0,52.0,15.80000019,45.0,1004.900024,29.0,NW,7.200000048,0.0,0.0
50730,50731,2015,10,15,18,3.0,50.0,51.0,50.0,18.5,66.0,1005.2999880000001,25.39999962,NW,8.700000048,0.0,0.0
50731,50732,2015,10,15,19,3.0,63.0,61.0,63.0,18.70000076,78.0,1005.7999880000001,22.79999924,NW,10.79999995,0.0,0.0
50732,50733,2015,10,15,20,3.0,70.0,71.0,70.0,18.29999924,83.0,1006.7999880000001,21.39999962,NW,13.0,0.0,0.0
50733,50734,2015,10,15,21,3.0,69.0,75.0,69.0,18.10000038,85.0,1007.2999880000001,20.79999924,NW,14.79999995,0.0,0.0
50734,50735,2015,10,15,22,3.0,78.0,77.0,78.0,17.89999962,87.0,1007.5,20.20000076,NW,16.39999998,0.0,0.0
50735,50736,2015,10,15,23,3.0,100.0,86.0,100.0,17.89999962,87.0,1007.599976,20.20000076,SE,0.699999988,0.0,0.0
50736,50737,2015,10,16,0,3.0,142.0,82.0,142.0,17.60000038,89.0,1007.5,19.5,NW,1.5,0.0,0.0
50737,50738,2015,10,16,1,3.0,168.0,102.0,168.0,17.39999962,89.0,1007.0,19.29999924,NW,3.299999952,0.0,0.0
50738,50739,2015,10,16,2,3.0,185.0,128.0,185.0,17.5,91.0,1006.7999880000001,19.0,NW,5.0,0.0,0.0
50739,50740,2015,10,16,3,3.0,131.0,140.0,131.0,17.39999962,91.0,1006.599976,18.89999962,NW,7.299999952,0.0,0.0
50740,50741,2015,10,16,4,3.0,129.0,104.0,129.0,17.29999924,91.0,1006.2999880000001,18.79999924,NW,9.299999952,0.0,0.0
50741,50742,2015,10,16,5,3.0,121.0,81.0,121.0,17.20000076,92.0,1006.2000119999999,18.60000038,NW,11.19999993,0.0,0.0
50742,50743,2015,10,16,6,3.0,93.0,72.0,93.0,16.89999962,92.0,1006.400024,18.29999924,NW,12.79999995,0.0,0.0
50743,50744,2015,10,16,7,3.0,56.0,58.0,56.0,16.70000076,92.0,1006.7999880000001,18.10000038,NW,14.39999998,0.0,0.0
50744,50745,2015,10,16,8,3.0,45.0,47.0,45.0,16.79999924,79.0,1007.2999880000001,20.60000038,NW,16.99999988,0.0,0.0
50745,50746,2015,10,16,9,3.0,41.0,43.0,41.0,15.60000038,61.0,1007.900024,23.60000038,NW,19.09999979,0.0,0.0
50746,50747,2015,10,16,10,3.0,39.0,38.0,39.0,15.60000038,52.0,1008.2999880000001,26.29999924,NE,2.299999952,0.0,0.0
50747,50748,2015,10,16,11,3.0,39.0,42.0,39.0,15.19999981,47.0,1007.900024,27.60000038,NW,1.5,0.0,0.0
50748,50749,2015,10,16,12,3.0,38.0,45.0,38.0,14.69999981,43.0,1006.900024,28.5,NW,4.599999905,0.0,0.0
50749,50750,2015,10,16,13,3.0,33.0,45.0,33.0,13.5,38.0,1005.7999880000001,29.29999924,NW,7.2999999529999995,0.0,0.0
50750,50751,2015,10,16,14,3.0,34.0,38.0,34.0,14.19999981,38.0,1004.7000119999999,30.10000038,NE,2.0,0.0,0.0
50751,50752,2015,10,16,15,3.0,40.0,35.0,40.0,13.0,35.0,1003.7999880000001,30.20000076,NE,4.700000048,0.0,0.0
50752,50753,2015,10,16,16,3.0,38.0,38.0,38.0,12.30000019,34.0,1003.400024,29.89999962,NW,2.599999905,0.0,0.0
50753,50754,2015,10,16,17,3.0,38.0,44.0,38.0,13.30000019,39.0,1003.599976,28.70000076,NW,5.099999905,0.0,0.0
50754,50755,2015,10,16,18,3.0,43.0,45.0,43.0,16.5,60.0,1004.0,24.79999924,NW,6.899999857,0.0,0.0
50755,50756,2015,10,16,19,3.0,51.0,47.0,51.0,17.10000038,76.0,1004.400024,21.60000038,NW,8.699999809,0.0,0.0
50756,50757,2015,10,16,20,3.0,48.0,59.0,48.0,16.70000076,77.0,1005.099976,20.89999962,NW,10.79999971,0.0,0.0
50757,50758,2015,10,16,21,3.0,49.0,61.0,49.0,15.80000019,78.0,1005.7000119999999,19.79999924,NW,13.49999976,0.0,0.0
50758,50759,2015,10,16,22,3.0,46.0,59.0,46.0,15.5,77.0,1006.0,19.70000076,NW,15.09999979,0.0,0.0
50759,50760,2015,10,16,23,3.0,41.0,61.0,41.0,15.69999981,82.0,1006.0,18.89999962,NW,17.19999969,0.0,0.0
50760,50761,2015,10,17,0,3.0,37.0,47.0,37.0,15.5,85.0,1005.900024,18.10000038,NW,19.59999979,0.0,0.0
50761,50762,2015,10,17,1,3.0,38.0,42.0,38.0,14.39999962,82.0,1005.900024,17.60000038,NW,21.79999983,0.0,0.0
50762,50763,2015,10,17,2,3.0,35.0,39.0,35.0,15.10000038,87.0,1005.599976,17.29999924,NW,24.89999974,0.0,0.0
50763,50764,2015,10,17,3,3.0,34.0,37.0,34.0,14.89999962,89.0,1005.7000119999999,16.79999924,NW,27.19999969,0.0,0.0
50764,50765,2015,10,17,4,3.0,31.0,39.0,31.0,13.5,85.0,1005.599976,16.10000038,NW,28.99999964,0.0,0.0
50765,50766,2015,10,17,5,3.0,38.0,37.0,38.0,13.30000019,83.0,1005.5,16.20000076,NW,30.299999600000003,0.0,0.0
50766,50767,2015,10,17,6,3.0,31.0,36.0,31.0,12.89999962,82.0,1006.099976,16.0,NW,31.89999962,0.0,0.0
50767,50768,2015,10,17,7,3.0,37.0,29.0,37.0,13.39999962,84.0,1006.7999880000001,16.10000038,NW,33.69999957,0.0,0.0
50768,50769,2015,10,17,8,3.0,36.0,38.0,36.0,15.60000038,75.0,1007.400024,20.20000076,NW,35.29999960000001,0.0,0.0
50769,50770,2015,10,17,9,3.0,42.0,34.0,42.0,14.89999962,58.0,1007.900024,23.70000076,NW,36.99999964,0.0,0.0
50770,50771,2015,10,17,10,3.0,40.0,38.0,40.0,15.19999981,52.0,1008.0,25.79999924,NW,39.09999955,0.0,0.0
50771,50772,2015,10,17,11,3.0,39.0,44.0,39.0,15.30000019,49.0,1007.599976,27.0,NE,1.899999976,0.0,0.0
50772,50773,2015,10,17,12,3.0,41.0,46.0,41.0,12.69999981,38.0,1006.7999880000001,28.39999962,NE,5.499999881,0.0,0.0
50773,50774,2015,10,17,13,3.0,36.0,43.0,36.0,14.30000019,40.0,1005.5,29.29999924,NW,2.599999905,0.0,0.0
50774,50775,2015,10,17,14,3.0,35.0,41.0,35.0,13.0,36.0,1004.5,29.70000076,NE,2.299999952,0.0,0.0
50775,50776,2015,10,17,15,3.0,38.0,34.0,38.0,11.89999962,33.0,1003.7000119999999,29.89999962,NE,4.099999904,0.0,0.0
50776,50777,2015,10,17,16,3.0,39.0,43.0,39.0,13.30000019,36.0,1003.7000119999999,30.0,NW,2.099999905,0.0,0.0
50777,50778,2015,10,17,17,3.0,48.0,48.0,48.0,15.19999981,43.0,1003.7000119999999,29.10000038,NW,3.799999953,0.0,0.0
50778,50779,2015,10,17,18,3.0,49.0,52.0,49.0,17.20000076,63.0,1003.900024,24.79999924,NW,5.199999929,0.0,0.0
50779,50780,2015,10,17,19,3.0,56.0,53.0,56.0,18.0,80.0,1004.2999880000001,21.60000038,NW,7.499999881,0.0,0.0
50780,50781,2015,10,17,20,3.0,61.0,58.0,61.0,17.60000038,85.0,1005.099976,20.29999924,NW,9.799999833,0.0,0.0
50781,50782,2015,10,17,21,3.0,63.0,71.0,63.0,16.70000076,83.0,1005.5,19.70000076,NW,11.09999979,0.0,0.0
50782,50783,2015,10,17,22,3.0,54.0,72.0,54.0,16.60000038,84.0,1005.2999880000001,19.39999962,NW,13.59999979,0.0,0.0
50783,50784,2015,10,17,23,3.0,56.0,78.0,56.0,16.10000038,82.0,1005.0,19.29999924,NW,16.29999983,0.0,0.0
50784,50785,2015,10,18,0,3.0,43.0,66.0,43.0,16.0,77.0,1005.0,20.20000076,NW,17.69999981,0.0,0.0
50785,50786,2015,10,18,1,3.0,46.0,50.0,46.0,16.10000038,86.0,1004.400024,18.5,NW,19.59999979,0.0,0.0
50786,50787,2015,10,18,2,3.0,43.0,53.0,43.0,15.10000038,83.0,1004.0,18.10000038,NW,21.69999969,0.0,0.0
50787,50788,2015,10,18,3,3.0,42.0,48.0,42.0,14.89999962,81.0,1004.2999880000001,18.29999924,NW,24.09999979,0.0,0.0
50788,50789,2015,10,18,4,3.0,40.0,48.0,40.0,13.39999962,66.0,1004.599976,20.0,NW,26.09999979,0.0,0.0
50789,50790,2015,10,18,5,3.0,42.0,47.0,42.0,13.19999981,70.0,1004.900024,18.79999924,NE,1.299999952,0.0,0.0
50790,50791,2015,10,18,6,3.0,42.0,46.0,42.0,14.19999981,84.0,1005.400024,17.0,NW,1.899999976,0.0,0.0
50791,50792,2015,10,18,7,3.0,43.0,43.0,43.0,14.5,85.0,1006.0,17.10000038,NW,4.499999881,0.0,0.0
50792,50793,2015,10,18,8,3.0,50.0,47.0,50.0,15.80000019,78.0,1006.599976,19.79999924,NW,6.599999786000001,0.0,0.0
50793,50794,2015,10,18,9,3.0,48.0,53.0,48.0,15.5,62.0,1006.7999880000001,23.20000076,NW,8.699999691,0.0,0.0
50794,50795,2015,10,18,10,3.0,50.0,54.0,50.0,15.19999981,53.0,1007.0,25.5,NW,11.49999964,0.0,0.0
50795,50796,2015,10,18,11,3.0,56.0,55.0,56.0,14.89999962,48.0,1006.400024,26.89999962,NW,15.09999955,0.0,0.0
50796,50797,2015,10,18,12,3.0,55.0,59.0,55.0,15.19999981,47.0,1005.400024,27.60000038,NW,18.09999955,0.0,0.0
50797,50798,2015,10,18,13,3.0,46.0,56.0,46.0,13.39999962,40.0,1004.2000119999999,28.29999924,NW,21.09999955,0.0,0.0
50798,50799,2015,10,18,14,3.0,43.0,55.0,43.0,12.0,36.0,1003.400024,28.60000038,NW,25.79999936,0.0,0.0
50799,50800,2015,10,18,15,3.0,47.0,47.0,47.0,11.30000019,34.0,1002.900024,28.70000076,NW,29.99999917,0.0,0.0
50800,50801,2015,10,18,16,3.0,54.0,45.0,54.0,11.5,35.0,1002.599976,28.5,NE,3.799999952,0.0,0.0
50801,50802,2015,10,18,17,3.0,46.0,47.0,46.0,13.69999981,43.0,1003.0,27.39999962,NW,1.7999999519999998,0.0,0.0
50802,50803,2015,10,18,18,3.0,46.0,42.0,46.0,16.70000076,62.0,1003.5,24.5,NW,2.799999952,0.0,0.0
50803,50804,2015,10,18,19,3.0,49.0,52.0,49.0,17.29999924,78.0,1003.599976,21.29999924,NE,2.0,0.0,0.0
50804,50805,2015,10,18,20,3.0,56.0,62.0,56.0,16.89999962,82.0,1004.2999880000001,20.10000038,NW,1.899999976,0.0,0.0
50805,50806,2015,10,18,21,3.0,57.0,63.0,57.0,16.0,81.0,1004.900024,19.39999962,NW,4.300000071,0.0,0.0
50806,50807,2015,10,18,22,3.0,59.0,61.0,59.0,15.10000038,78.0,1004.900024,19.10000038,NW,5.800000071,0.0,0.0
50807,50808,2015,10,18,23,3.0,58.0,59.0,58.0,14.39999962,76.0,1004.7999880000001,18.79999924,NW,7.100000023,0.0,0.0
50808,50809,2015,10,19,0,3.0,56.0,61.0,56.0,14.89999962,81.0,1004.7000119999999,18.29999924,NW,8.600000023,0.0,0.0
50809,50810,2015,10,19,1,3.0,51.0,51.0,51.0,15.30000019,85.0,1004.2000119999999,17.89999962,NW,10.10000002,0.0,0.0
50810,50811,2015,10,19,2,3.0,59.0,54.0,59.0,14.89999962,84.0,1004.0,17.70000076,NW,11.39999998,0.0,0.0
50811,50812,2015,10,19,3,3.0,55.0,50.0,55.0,14.60000038,81.0,1003.900024,17.89999962,NW,13.49999988,0.0,0.0
50812,50813,2015,10,19,4,3.0,61.0,54.0,61.0,14.30000019,78.0,1003.7000119999999,18.20000076,NW,16.39999998,0.0,0.0
50813,50814,2015,10,19,5,3.0,58.0,57.0,58.0,13.89999962,75.0,1003.7000119999999,18.5,NW,19.60000002,0.0,0.0
50814,50815,2015,10,19,6,3.0,62.0,57.0,62.0,13.80000019,75.0,1004.0,18.39999962,NW,23.10000002,0.0,0.0
50815,50816,2015,10,19,7,3.0,64.0,63.0,64.0,14.10000038,76.0,1004.099976,18.39999962,NW,27.00000012,0.0,0.0
50816,50817,2015,10,19,8,3.0,64.0,66.0,64.0,13.5,64.0,1004.7999880000001,20.60000038,NE,3.299999952,0.0,0.0
50817,50818,2015,10,19,9,3.0,63.0,63.0,63.0,13.60000038,60.0,1005.400024,21.70000076,NW,3.700000048,0.0,0.0
50818,50819,2015,10,19,10,3.0,54.0,64.0,54.0,13.69999981,52.0,1004.2000119999999,24.20000076,NW,9.399999857000001,0.0,0.0
50819,50820,2015,10,19,11,3.0,57.0,63.0,57.0,13.30000019,49.0,1004.400024,24.79999924,NW,12.99999976,0.0,0.0
50820,50821,2015,10,19,12,3.0,52.0,52.0,52.0,15.10000038,50.0,1003.099976,26.39999962,NE,3.400000095,0.0,0.0
50821,50822,2015,10,19,13,3.0,51.0,57.0,51.0,14.60000038,48.0,1002.0,26.5,NW,2.599999905,0.0,0.0
50822,50823,2015,10,19,14,3.0,50.0,53.0,50.0,13.69999981,44.0,1001.0,27.0,NW,6.399999857,0.0,0.0
50823,50824,2015,10,19,15,3.0,59.0,51.0,59.0,12.80000019,42.0,999.9000243999999,26.79999924,NE,3.799999952,0.0,0.0
50824,50825,2015,10,19,16,3.0,45.0,49.0,45.0,13.5,44.0,999.7000122000002,26.79999924,NW,3.299999952,0.0,0.0
50825,50826,2015,10,19,17,3.0,41.0,40.0,41.0,13.39999962,47.0,999.7999877999998,25.60000038,NW,5.7000000470000005,0.0,0.0
50826,50827,2015,10,19,18,3.0,51.0,44.0,51.0,15.19999981,61.0,1000.2999880000001,23.20000076,NW,6.7000000470000005,0.0,0.0
50827,50828,2015,10,19,19,3.0,51.0,53.0,51.0,15.69999981,72.0,1000.900024,21.0,NW,8.200000047,0.0,0.0
50828,50829,2015,10,19,20,3.0,60.0,57.0,60.0,16.20000076,81.0,1002.0,19.60000038,NW,10.10000002,0.0,0.0
50829,50830,2015,10,19,21,3.0,55.0,59.0,55.0,16.20000076,84.0,1002.599976,19.0,NE,1.600000024,0.0,0.0
50830,50831,2015,10,19,22,3.0,57.0,62.0,57.0,15.89999962,84.0,1002.7000119999999,18.70000076,NW,1.7999999519999998,0.0,0.0
50831,50832,2015,10,19,23,3.0,59.0,67.0,59.0,15.5,81.0,1002.400024,18.89999962,NW,3.5999999039999997,0.0,0.0
50832,50833,2015,10,20,0,3.0,64.0,80.0,64.0,16.0,86.0,1002.099976,18.39999962,NW,5.799999952,0.0,0.0
50833,50834,2015,10,20,1,3.0,51.0,87.0,51.0,15.89999962,87.0,1001.599976,18.10000038,NW,7.799999952,0.0,0.0
50834,50835,2015,10,20,2,3.0,51.0,75.0,51.0,15.10000038,78.0,1001.099976,19.10000038,NW,11.0,0.0,0.0
50835,50836,2015,10,20,3,3.0,46.0,67.0,46.0,14.10000038,68.0,1001.099976,20.20000076,NE,4.0,0.0,0.0
50836,50837,2015,10,20,4,3.0,41.0,51.0,41.0,13.60000038,65.0,1000.599976,20.39999962,NW,4.6999998089999995,0.0,0.0
50837,50838,2015,10,20,5,3.0,43.0,50.0,43.0,13.80000019,72.0,1000.7000119999999,19.0,NW,8.399999857000001,0.0,0.0
50838,50839,2015,10,20,6,3.0,45.0,52.0,45.0,12.80000019,64.0,1001.2000119999999,19.79999924,NW,10.59999991,0.0,0.0
50839,50840,2015,10,20,7,3.0,46.0,48.0,46.0,12.19999981,61.0,1001.900024,20.0,NW,12.19999993,0.0,0.0
50840,50841,2015,10,20,8,3.0,53.0,48.0,53.0,12.5,57.0,1002.599976,21.39999962,NW,13.29999995,0.0,0.0
50841,50842,2015,10,20,9,3.0,53.0,57.0,53.0,13.19999981,54.0,1003.2000119999999,23.0,NE,2.700000048,0.0,0.0
50842,50843,2015,10,20,10,3.0,49.0,56.0,49.0,12.30000019,49.0,1003.2000119999999,23.70000076,NE,8.500000239,0.0,0.0
50843,50844,2015,10,20,11,3.0,45.0,53.0,45.0,12.19999981,44.0,1002.599976,25.39999962,NW,5.1999998089999995,0.0,0.0
50844,50845,2015,10,20,12,3.0,43.0,51.0,43.0,13.19999981,43.0,1001.599976,26.89999962,NE,4.5,0.0,0.0
50845,50846,2015,10,20,13,3.0,40.0,40.0,40.0,14.19999981,43.0,1000.599976,28.0,NW,2.599999905,0.0,0.0
50846,50847,2015,10,20,14,3.0,35.0,37.0,35.0,14.19999981,41.0,999.5999756000001,28.79999924,NW,3.9999998810000004,0.0,0.0
50847,50848,2015,10,20,15,3.0,35.0,34.0,35.0,12.5,37.0,998.7000122000002,28.60000038,NW,7.899999976,0.0,0.0
50848,50849,2015,10,20,16,3.0,36.0,31.0,36.0,12.89999962,39.0,998.4000243999999,28.20000076,NW,11.10000002,0.0,0.0
50849,50850,2015,10,20,17,3.0,37.0,33.0,37.0,13.0,42.0,998.9000243999999,27.10000038,NW,14.69999993,0.0,0.0
50850,50851,2015,10,20,18,3.0,46.0,40.0,46.0,15.80000019,59.0,999.4000243999999,24.39999962,NW,16.59999991,0.0,0.0
50851,50852,2015,10,20,19,3.0,48.0,47.0,48.0,16.89999962,75.0,999.9000243999999,21.60000038,NW,17.99999988,0.0,0.0
50852,50853,2015,10,20,20,3.0,45.0,53.0,45.0,16.89999962,81.0,1000.7999880000001,20.29999924,NW,20.29999983,0.0,0.0
50853,50854,2015,10,20,21,3.0,45.0,57.0,45.0,15.89999962,78.0,1001.5,19.89999962,NW,22.79999983,0.0,0.0
50854,50855,2015,10,20,22,3.0,44.0,62.0,44.0,16.0,80.0,1001.7000119999999,19.60000038,NE,1.5,0.0,0.0
50855,50856,2015,10,20,23,3.0,40.0,50.0,40.0,15.30000019,80.0,1001.7000119999999,18.89999962,NW,1.7000000480000002,0.0,0.0
50856,50857,2015,10,21,0,3.0,38.0,44.0,38.0,15.19999981,80.0,1001.7000119999999,18.79999924,NW,2.9000000960000003,0.0,0.0
50857,50858,2015,10,21,1,3.0,43.0,51.0,43.0,15.19999981,81.0,1001.2999880000001,18.60000038,NW,4.400000096,0.0,0.0
50858,50859,2015,10,21,2,3.0,41.0,57.0,41.0,15.60000038,85.0,1001.0,18.20000076,NW,6.00000012,0.0,0.0
50859,50860,2015,10,21,3,3.0,37.0,48.0,37.0,15.19999981,80.0,1001.099976,18.79999924,NW,8.900000215,0.0,0.0
50860,50861,2015,10,21,4,3.0,41.0,42.0,41.0,15.30000019,85.0,1001.2000119999999,17.89999962,NW,11.10000026,0.0,0.0
50861,50862,2015,10,21,5,3.0,44.0,44.0,44.0,15.60000038,88.0,1001.2999880000001,17.70000076,NW,12.90000022,0.0,0.0
50862,50863,2015,10,21,6,3.0,43.0,43.0,43.0,16.10000038,91.0,1002.0,17.60000038,NW,15.20000017,0.0,0.0
50863,50864,2015,10,21,7,3.0,44.0,52.0,44.0,16.39999962,91.0,1002.900024,17.89999962,NW,17.10000014,0.0,0.0
50864,50865,2015,10,21,8,3.0,48.0,55.0,48.0,16.79999924,76.0,1003.7000119999999,21.20000076,NW,19.50000024,0.0,0.0
50865,50866,2015,10,21,9,3.0,48.0,55.0,48.0,16.20000076,63.0,1004.2999880000001,23.70000076,NE,3.400000095,0.0,0.0
50866,50867,2015,10,21,10,3.0,47.0,47.0,47.0,16.89999962,59.0,1004.400024,25.5,NW,3.900000095,0.0,0.0
50867,50868,2015,10,21,11,3.0,44.0,46.0,44.0,17.79999924,56.0,1004.099976,27.39999962,NE,2.799999952,0.0,0.0
50868,50869,2015,10,21,12,3.0,46.0,55.0,46.0,17.39999962,52.0,1003.2000119999999,28.20000076,NE,5.200000047,0.0,0.0
50869,50870,2015,10,21,13,3.0,34.0,44.0,34.0,17.0,49.0,1002.0,28.79999924,NE,7.900000095,0.0,0.0
50870,50871,2015,10,21,14,3.0,29.0,40.0,29.0,17.79999924,50.0,1001.099976,29.39999962,NE,10.80000019,0.0,0.0
50871,50872,2015,10,21,15,3.0,33.0,27.0,33.0,18.5,52.0,1000.7000119999999,29.39999962,NW,2.400000095,0.0,0.0
50872,50873,2015,10,21,16,3.0,33.0,27.0,33.0,16.60000038,48.0,1000.7999880000001,28.70000076,NE,2.700000048,0.0,0.0
50873,50874,2015,10,21,17,3.0,32.0,38.0,32.0,18.10000038,54.0,1001.2999880000001,28.29999924,NE,4.200000048,0.0,0.0
50874,50875,2015,10,21,18,3.0,38.0,36.0,38.0,19.39999962,67.0,1001.7000119999999,26.10000038,NW,1.399999976,0.0,0.0
50875,50876,2015,10,21,19,3.0,48.0,46.0,48.0,19.89999962,78.0,1002.2000119999999,24.0,NW,3.100000024,0.0,0.0
50876,50877,2015,10,21,20,3.0,52.0,47.0,52.0,20.0,82.0,1002.900024,23.29999924,NE,1.600000024,0.0,0.0
50877,50878,2015,10,21,21,3.0,48.0,55.0,48.0,19.70000076,85.0,1003.5,22.39999962,NW,2.0,0.0,0.0
50878,50879,2015,10,21,22,3.0,51.0,45.0,51.0,18.79999924,83.0,1003.900024,21.89999962,NW,4.0,0.0,0.0
50879,50880,2015,10,21,23,3.0,46.0,49.0,46.0,18.70000076,83.0,1004.099976,21.79999924,NW,6.099999905,0.0,0.0
50880,50881,2015,10,22,0,3.0,44.0,45.0,44.0,18.39999962,75.0,1004.0,23.10000038,NE,1.5,0.0,0.0
50881,50882,2015,10,22,1,3.0,45.0,48.0,45.0,18.5,84.0,1003.599976,21.39999962,NW,1.299999952,0.0,0.0
50882,50883,2015,10,22,2,3.0,40.0,48.0,40.0,18.79999924,89.0,1003.5,20.70000076,NW,3.5,0.0,0.0
50883,50884,2015,10,22,3,3.0,34.0,46.0,34.0,18.20000076,87.0,1003.2999880000001,20.5,NW,5.0,0.0,0.0
50884,50885,2015,10,22,4,3.0,44.0,42.0,44.0,18.29999924,89.0,1003.400024,20.20000076,NW,6.700000048,0.0,0.0
50885,50886,2015,10,22,5,3.0,38.0,37.0,38.0,18.20000076,88.0,1003.599976,20.29999924,NW,8.400000096,0.0,0.0
50886,50887,2015,10,22,6,3.0,44.0,35.0,44.0,17.79999924,88.0,1004.0,19.89999962,NW,9.600000144,0.0,0.0
50887,50888,2015,10,22,7,3.0,38.0,38.0,38.0,18.10000038,89.0,1004.7999880000001,20.0,NW,11.10000014,0.0,0.0
50888,50889,2015,10,22,8,3.0,43.0,47.0,43.0,18.60000038,79.0,1005.400024,22.5,NW,13.00000012,0.0,0.0
50889,50890,2015,10,22,9,3.0,40.0,54.0,40.0,18.0,63.0,1005.900024,25.60000038,NE,4.0,0.0,0.0
50890,50891,2015,10,22,10,3.0,45.0,41.0,45.0,18.29999924,60.0,1006.099976,26.79999924,NE,6.900000095,0.0,0.0
50891,50892,2015,10,22,11,3.0,43.0,89.0,43.0,19.60000038,60.0,1005.599976,28.10000038,NE,9.900000095,0.0,0.0
50892,50893,2015,10,22,12,3.0,38.0,39.0,38.0,18.10000038,53.0,1004.7999880000001,28.70000076,NW,2.599999905,0.0,0.0
50893,50894,2015,10,22,13,3.0,42.0,41.0,42.0,17.70000076,50.0,1003.900024,29.20000076,NE,2.700000048,0.0,0.0
50894,50895,2015,10,22,14,3.0,44.0,27.0,44.0,17.0,46.0,1003.0,29.89999962,NE,4.900000096,0.0,0.0
50895,50896,2015,10,22,15,3.0,30.0,34.0,30.0,17.10000038,45.0,1002.7000119999999,30.39999962,NE,6.8000000720000005,0.0,0.0
50896,50897,2015,10,22,16,3.0,33.0,37.0,33.0,17.60000038,49.0,1002.599976,29.5,NW,2.099999905,0.0,0.0
50897,50898,2015,10,22,17,3.0,37.0,28.0,37.0,18.29999924,52.0,1002.7999880000001,29.20000076,NW,3.299999953,0.0,0.0
50898,50899,2015,10,22,18,3.0,48.0,38.0,48.0,20.70000076,72.0,1003.099976,26.20000076,NW,5.000000001,0.0,0.0
50899,50900,2015,10,22,19,3.0,56.0,48.0,56.0,20.29999924,80.0,1003.5,24.0,NW,6.7999999529999995,0.0,0.0
50900,50901,2015,10,22,20,3.0,55.0,63.0,55.0,20.20000076,83.0,1004.2000119999999,23.29999924,NE,1.399999976,0.0,0.0
50901,50902,2015,10,22,21,3.0,50.0,52.0,50.0,20.0,85.0,1004.599976,22.70000076,NW,1.600000024,0.0,0.0
50902,50903,2015,10,22,22,3.0,52.0,62.0,52.0,19.79999924,86.0,1004.7999880000001,22.29999924,NW,3.200000048,0.0,0.0
50903,50904,2015,10,22,23,3.0,58.0,74.0,58.0,18.89999962,82.0,1004.7999880000001,22.20000076,NW,4.100000024,0.0,0.0
50904,50905,2015,10,23,0,3.0,62.0,84.0,62.0,19.10000038,83.0,1004.900024,22.20000076,NW,5.899999976,0.0,0.0
50905,50906,2015,10,23,1,3.0,57.0,72.0,57.0,19.20000076,85.0,1004.7999880000001,21.89999962,SW,0.8999999759999999,0.0,0.0
50906,50907,2015,10,23,2,3.0,61.0,56.0,61.0,19.20000076,89.0,1004.7000119999999,21.10000038,NW,1.5,0.0,0.0
50907,50908,2015,10,23,3,3.0,60.0,59.0,60.0,18.70000076,90.0,1004.5,20.39999962,NW,3.299999952,0.0,0.0
50908,50909,2015,10,23,4,3.0,60.0,56.0,60.0,18.60000038,92.0,1004.2999880000001,20.0,NW,5.299999952,0.0,0.0
50909,50910,2015,10,23,5,3.0,66.0,54.0,66.0,18.29999924,92.0,1004.400024,19.70000076,NW,7.399999857,0.0,0.0
